	WORD	CEFR
3750	grad	a1
3751	gradvis	b1
3752	grafisk	b1
3753	gram	a2
3754	grammatik	c1
3755	grammatikfel	b2
3756	grammatikövning	a2
3757	grammatisk	c1
3758	grammofon	a2
3759	gran	b2
3760	grandaventur	c1
3761	granne	b1
3762	granngård	b2
3763	grannland	b1
3764	grannspråk	b1
3765	grannsämja	b2
3766	granska	c1
3767	granväg	a1
3768	grapefrukt	a2
3769	gratis	a2
3770	gratistidning	b2
3771	grattis	b1
3772	gratulera	a2
3773	grav	b1
3774	grava	a2
3775	gravid	c1
3776	gravitation	b1
3777	gravmonument	c1
3778	grej	b2
3779	grek	c1
3780	grekisk	c1
3781	grekiska	c1
3782	gren	c1
3783	grenljus	b2
3784	grepp	b2
3785	greppa	b2
3786	greve	b1
3787	grevinna	c1
3788	grill	a1
3789	grilla	a2
3790	grillkorv	a1
3791	grillning	b2
3792	grind	b2
3793	grinig	b2
3794	gripa	b1
3795	gris	b2
3796	gro	a2
3797	groda	b2
3798	grogg	b2
3799	groning	c1
3800	grop	a2
3801	grotesk	c1
3802	grotta	b1
3803	grov	c1
3804	grovarbetare	a2
3805	grovfoder	b2
3806	grovslita	b2
3807	grubbel	c1
3808	grubbla	c1
3809	grumla	c1
3810	grund	b1
3811	grunda	b1
3812	grundare	b1
3813	grundförutsättning	c1
3814	grundinställning	b2
3815	grundlag	b1
3816	grundlägga	c1
3817	grundord	b2
3818	grundrecept	b2
3819	grundskola	a2
3820	grundtempus	b1
3821	grundutbildning	a2
3822	grundvatten	c1
3823	grundämne	b1
3824	grupp	c1
3825	grupparbete	a1
3826	gruppera	c1
3827	gruppgemenskap	b2
3828	gruppkänsla	b2
3829	gruppmedlem	b1
3830	grupprabatt	c1
3831	gruppspråk	c1
3832	grupptillhörighet	c1
3833	grupptryck	b2
3834	grus	b2
3835	grusväg	a2
3836	gruva	a2
3837	gry	c1
3838	grym	b1
3839	grymta	c1
3840	gryning	c1
3841	gryt	b2
3842	gryta	c1
3843	grädda	b2
3844	grädde	b1
3845	gräddfil	b2
3846	gräl	b2
3847	gräla	a2
3848	gräma	c1
3849	gränd	b2
3850	gräns	c1
3851	gränsa	b2
3852	gränsland	c1
3853	gränsstolpe	b2
3854	gränstal	c1
3855	gräs	b2
3856	gräsfläck	b1
3857	gräslig	b2
3858	gräslök	b2
3859	gräsmatta	b2
3860	grässtrå	b1
3861	gräva	b1
3862	grävling	b2
3863	grävskopa	b2
3864	grå	b2
3865	gråben	b1
3866	gråklädd	b2
3867	gråsparv	b2
3868	gråsäl	b1
3869	gråt	a2
3870	gråta	a2
3871	gröda	b2
3872	grön	a2
3873	grönglänsande	c1
3874	grönlandshund	b1
3875	grönsak	a2
3876	grönsaksdisk	a2
3877	grönska	b2
3878	gröpaur	b1
3879	gröt	a2
3880	grötfat	b2
3881	gubbe	b2
3882	gubbig	b2
3883	gubbjävel	b2
3884	gubevars	b2
3885	gud	b1
3886	gudasaga	c1
3887	gudatro	b2
3888	gudinna	c1
3889	gudomlig	c1
3890	gudstjänst	c1
3891	gudstro	b2
3892	guide	a2
3893	guidebok	b1
3894	guideboksforfattare	b1
3895	gul	a2
3896	gulaktig	b1
3897	guld	b2
3898	guldbagge	b1
3899	guldfisk	b1
3900	guldfot	b2
3901	guldkant	b1
3902	guldklimp	b2
3903	guldklocka	b2
3904	guldmedalj	b1
3905	guldnyckel	b1
3906	guldpeng	b1
3907	guldram	b2
3908	guldskatt	b2
3909	guldsmedsaffär	a2
3910	guldspår	b1
3911	guldvåg	c1
3912	guldålder	b1
3913	gulla	b2
3914	gullande	c1
3915	gullig	b1
3916	gullviva	b2
3917	gulna	b2
3918	gumma	a2
3919	gummibåt	b2
3920	gunga	b1
3921	gurka	a2
3922	guss	c1
3923	guttaperka	b2
3924	guttural	c1
3925	gutår	b2
3926	gyllene	c1
3927	gyllne	b2
3928	gym	b1
3929	gymnasiekompetens	a2
3930	gymnasieskola	a2
3931	gymnasietid	b2
3932	gymnasieutbildning	a2
3933	gymnasieålder	b2
3934	gymnasium	a2
3935	gymnastik	b1
3936	gymnastiksko	b1
3937	gymnastisk	b1
3938	gympa	b1
3939	gympapass	b1
3940	gynna	c1
3941	gädda	b1
3942	gälla	c1
3943	gäng	b1
3944	gänge	c1
3945	gärd	a2
3946	gärde	c1
3947	gärdsgård	b2
3948	gärna	c1
3949	gärningsman	c1
3950	gäspa	a2
3951	gäspning	b2
3952	gäst	a2
3953	gästa	c1
3954	gästabud	b2
3955	gästforskare	a2
3956	gästgiveri	b1
3957	gästnatt	a2
3958	gå	a1
3959	gågata	b1
3960	gång	b1
3961	gångbar	c1
3962	gångtrafikant	b2
3963	gård	b2
3964	gårdag	b1
3965	gårdsfest	c1
3966	gårdsfolk	b2
3967	gårdslind	b2
3968	gårdstomt	b2
3969	gås	a2
3970	gåstol	b1
3971	gåta	c1
3972	gåtfull	c1
3973	gåva	b2
3974	gödningsmedel	b1
3975	gödsla	b2
3976	gök	b2
3977	gökur	c1
3978	gömma	c1
3979	göra	a1
3980	göromål	c1
3981	göteborgare	b1
3982	göteborgsbyrå	c1
3983	ha	a2
3984	hacka	b2
3985	hackig	c1
3986	hahaha	b2
3987	haiku	c1
3988	haikudiktning	c1
3989	haikudiktningen	c1
3990	haitisk	c1
3991	hajk	c1
3992	haka	a2
3993	haklapp	b2
3994	hakparentes	c1
3995	hal	c1
3996	hala	a2
3997	halka	c1
3998	hall	a2
3999	hallbord	b1
4000	hallick	c1
4001	hallon	b1
4002	hallå	a1
4003	hallåman	a1
4004	halm	c1
4005	halmmadrass	c1
4006	hals	a2
4007	halsband	c1
4008	halsduk	b2
4009	halshugga	b2
4010	halshuggning	b1
4011	halstablett	a2
4012	halt	c1
4013	halta	c1
4014	halv	a1
4015	halva	b2
4016	halvarab	c1
4017	halvera	c1
4018	halvhög	b2
4019	halvklar	a2
4020	halvlek	b2
4021	halvmörk	b2
4022	halvpension	b2
4023	halvsanning	b1
4024	halvsova	b1
4025	halvsyskon	b1
4026	halvsyster	a2
4027	halvtid	a2
4028	halvtidsstuderande	a2
4029	halvtimme	a2
4030	halvvägs	b2
4031	halvår	b1
4032	halvö	a2
4033	hambo	b2
4034	hamburgare	a1
4035	hamburgerbar	b1
4036	hamburgerkedja	b2
4037	hamitisk	b2
4038	hammare	b2
4039	hamn	c1
4040	hamna	c1
4041	hamnstad	b1
4042	hamra	c1
4043	hamster	b1
4044	han	a2
4045	hand	b2
4046	handbok	c1
4047	handboll	b2
4048	handbroms	b1
4049	handduk	a2
4050	handel	b2
4051	handelscentrum	b1
4052	handelsgymnasium	a2
4053	handelshögskola	c1
4054	handelsman	c1
4055	handelsplats	c1
4056	handelsstad	b2
4057	handelsstudent	c1
4058	handfat	c1
4059	handflata	b1
4060	handgjord	b1
4061	handgrädda	b1
4062	handikapp	c1
4063	handikappfråga	b1
4064	handla	a1
4065	handlande	b2
4066	handlare	c1
4067	handled	b2
4068	handledare	b2
4069	handledning	c1
4070	handling	c1
4071	handlingskraft	c1
4072	handlingsutrymme	c1
4073	handläggare	c1
4074	handordbok	b2
4075	handplocka	b2
4076	handsfree	c1
4077	handske	b2
4078	handskriven	b2
4079	handstil	b2
4080	handtag	c1
4081	handväska	b1
4082	hane	b1
4083	hanne	b1
4084	hantera	c1
4085	hantering	c1
4086	hantverk	c1
4087	hantverkare	c1
4088	hare	a2
4089	harkla	b1
4090	harm	c1
4091	harmoni	c1
4092	harmonisk	b1
4093	hastig	b2
4094	hastighet	b2
4095	hastighetsbegränsning	c1
4096	hastighetsgräns	c1
4097	hastighetsmätning	c1
4098	hastighetsregel	c1
4099	hastighetsökning	c1
4100	hastköp	b2
4101	hat	c1
4102	hata	a2
4103	hatisk	c1
4104	hatt	b2
4105	hav	a2
4106	havandeskap	c1
4107	haveri	b1
4108	havre	b2
4109	havregryn	b1
4110	havregrynsgröt	c1
4111	havsbotten	b1
4112	havsglad	c1
4113	havsgud	c1
4114	havsmusik	b2
4115	havsnivå	c1
4116	havsutsikt	b2
4117	havsvik	b2
4118	havsyta	c1
4119	havsörn	b1
4120	hawaiiansk	c1
4121	hebreisk	c1
4122	heder	b2
4123	hederlig	b1
4124	hedersfru	a2
4125	hedersgäst	b2
4126	hederskultur	b2
4127	hedersman	a2
4128	hedersplats	b2
4129	hedersregel	b2
4130	hedning	b2
4131	hednisk	b2
4132	hej	a1
4133	heja	c1
4134	hejda	c1
4135	hejdlös	c1
4136	hejdundrande	b2
4137	hejdå	a1
4138	hejsan	a1
4139	hektar	a2
4140	hektisk	b1
4141	hekto	a2
4142	hel	b2
4143	hela	a2
4144	heleneborgsfabrik	b2
4145	helg	a1
4146	helgdag	a2
4147	helgon	b2
4148	helhet	c1
4149	helig	c1
4150	heller	a2
4151	helljus	b1
4152	helsike	b2
4153	helskinnad	c1
4154	helstekt	b2
4155	helsvensk	a1
4156	heltid	a2
4157	heltidsuppgift	c1
4158	helvete	c1
4159	helvetesgap	c1
4160	helvit	b2
4161	hem	b1
4162	hemarbete	b2
4163	hembakad	b1
4164	hembakt	c1
4165	hembiträde	a2
4166	hembjuda	c1
4167	hembränd	b1
4168	hemby	b2
4169	hembygd	b2
4170	hemdator	b1
4171	hemfrid	c1
4172	hemfärde	c1
4173	hemförsäkring	b1
4174	hemgift	b2
4175	hemifrån	a2
4176	heminredning	a2
4177	heminredningsideal	b1
4178	hemkomst	c1
4179	hemkär	c1
4180	hemland	c1
4181	hemlig	c1
4182	hemlighet	c1
4183	hemlighetsfull	b2
4184	hemlängtan	b1
4185	hemlös	b2
4186	hemma	a2
4187	hemmabio	b2
4188	hemmafru	b2
4189	hemmagjord	b2
4190	hemmakväll	a1
4191	hemmamatch	b2
4192	hemmapappa	b1
4193	hemmaplan	c1
4194	hemmavarande	c1
4195	hemort	c1
4196	hemresa	a2
4197	hemrest	b2
4198	hemsida	c1
4199	hemsk	b2
4200	hemskhet	b2
4201	hemslöjd	b1
4202	hemspråk	c1
4203	hemspråkslärare	c1
4204	hemstad	c1
4205	hemtextil	b1
4206	hemtjänst	b1
4207	hemtrakt	c1
4208	hemväg	b2
4209	hemåt	b2
4210	hemö	c1
4211	hermelin	b2
4212	heroisk	b1
4213	herr	b2
4214	herravälde	b2
4215	herre	c1
4216	herregud	c1
4217	herrgård	b2
4218	herrgårdsliv	b2
4219	herrsko	c1
4220	het	c1
4221	heta	a1
4222	heterogen	c1
4223	heterosexuell	c1
4224	hetsig	b2
4225	hetvägg	b1
4226	hierarki	b2
4227	hierarkisk	c1
4228	himla	b2
4229	himlakropp	b2
4230	himmel	c1
4231	himmelrik	c1
4232	himmelsfärdsdag	b2
4233	himmelsk	c1
4234	hind	b2
4235	hinder	c1
4236	hindi	c1
4237	hindra	c1
4238	hingst	b1
4239	hink	b1
4240	hinna	b1
4241	hiphop	c1
4242	hisna	c1
4243	hiss	a2
4244	hissdörr	b2
4245	historia	b1
4246	historieintresserad	b1
4247	historik	b1
4248	historisk	b1
4249	hit	b1
4250	hitta	a2
4251	hittills	b1
4252	hjortron	a2
4253	hjortronsylt	a2
4254	hjul	b1
4255	hjulpar	b1
4256	hjälm	a2
4257	hjälmare	b1
4258	hjälmtvång	c1
4259	hjälp	c1
4260	hjälpa	a2
4261	hjälplig	c1
4262	hjälplös	b2
4263	hjälpmedel	c1
4264	hjälpmedelsinstitut	b1
4265	hjälpsam	a2
4266	hjälpsamhet	b2
4267	hjälpspråk	c1
4268	hjälte	c1
4269	hjältekung	b1
4270	hjältesaga	b2
4271	hjärna	c1
4272	hjärnbark	c1
4273	hjärncell	c1
4274	hjärnförmåga	c1
4275	hjärnhinneinflammation	b2
4276	hjärnskakning	b1
4277	hjärta	a2
4278	hjärtattack	b2
4279	hjärtegull	b1
4280	hjärtevärmande	c1
4281	hjärtfrekvens	b1
4282	hjärtinfarkt	b2
4283	hjärtklappning	b1
4284	hjärtlig	b1
4285	hjärtlös	b1
4286	hjärtsjuk	b1
4287	hjärtstock	c1
4288	hjässa	b2
4289	hk	b2
4290	hm	a1
4291	hmm	a2
4292	ho	b1
4293	hoande	b1
4294	hobby	b1
4295	hockey	a1
4296	hockeytränare	a2
4297	hoj	c1
4298	hojta	b2
4299	holländare	c1
4300	holländsk	c1
4301	holme	b2
4302	holmgård	b1
4303	holt	b2
4304	homo	c1
4305	homoadoption	b1
4306	homogen	c1
4307	homosexualitet	b1
4308	homosexuell	c1
4309	homoäktenskap	c1
4310	hon	a2
4311	hona	b1
4312	honnör	b2
4313	honnörsord	c1
4314	honung	b1
4315	hopfällbar	c1
4316	hopkrupen	b2
4317	hopp	b2
4318	hoppa	b2
4319	hoppande	b2
4320	hoppfull	b1
4321	hopplös	a2
4322	hora	b2
4323	horhus	c1
4324	horisont	c1
4325	horn	b2
4326	horoskop	b1
4327	horpall	c1
4328	horsbrott	c1
4329	horsäng	c1
4330	hos	a2
4331	hosta	a2
4332	hot	b2
4333	hota	c1
4334	hotell	a1
4335	hotellgäst	b2
4336	hotellrestaurang	b2
4337	hotellrum	c1
4338	hotfull	c1
4339	hotmejla	c1
4340	hov	c1
4341	hovmästare	b2
4342	hovrätt	b1
4343	hud	b2
4344	hudkräm	b1
4345	hudvårdsprodukt	b1
4346	hugga	a2
4347	huggorm	b1
4348	huggormsbett	b1
4349	huligan	c1
4350	hullerombuller	a1
4351	hum	b2
4352	humanist	c1
4353	humanitär	b1
4354	humla	b2
4355	humma	b2
4356	hummande	c1
4357	hummer	a2
4358	hummerklo	b2
4359	humor	b2
4360	humorist	b1
4361	humoristisk	b2
4362	humorprogram	b1
4363	humör	a2
4364	hund	a1
4365	hundhimmel	b1
4366	hundra	a2
4367	hundralapp	b1
4368	hundrameter	b2
4369	hundrametersmål	b2
4370	hundratal	c1
4371	hundratals	b2
4372	hundratusentals	b2
4373	hundsläde	b2
4374	hundspann	b1
4375	hundstund	b1
4376	hundägare	b2
4377	hunger	c1
4378	hungra	c1
4379	hungrig	a1
4380	hur	a1
4381	hurdan	c1
4382	hurra	a2
4383	hursa	a1
4384	hurså	a2
4385	hurtbulle	b1
4386	hurtig	b2
4387	huru	b2
4388	hus	a2
4389	husbehov	b2
4390	husbonde	b2
4391	husbondevälde	b1
4392	husbåt	a2
4393	husdjur	b1
4394	husesyn	c1
4395	husföretag	a2
4396	husgeråd	b1
4397	hushåll	a2
4398	hushållerska	b2
4399	hushållning	b2
4400	hushållsarbete	b2
4401	hushållsbudget	b2
4402	hushållsmaskin	b2
4403	huskatt	c1
4404	huslig	a2
4405	husmanskost	b1
4406	husmor	b2
4407	huspris	b1
4408	husrum	a2
4409	hustak	c1
4410	hustru	c1
4411	husvagn	a2
4412	hut	b2
4413	huv	b2
4414	huve	b2
4415	huvud	a2
4416	huvudansvar	b2
4417	huvudargument	c1
4418	huvudbry	c1
4419	huvuddel	b2
4420	huvudkontor	a2
4421	huvudkudde	b2
4422	huvudorsak	b2
4423	huvudperson	b1
4424	huvudregel	b2
4425	huvudroll	c1
4426	huvudrätt	b2
4427	huvudsaklig	b1
4428	huvudsakligen	c1
4429	huvudstad	a1
4430	huvudtext	c1
4431	huvuduppgift	c1
4432	huvudvittne	b1
4433	huvudvärk	a2
4434	huvudvärkstablett	a2
4435	huvudändamål	c1
4436	hy	c1
4437	hybrid	b1
4438	hyckleri	c1
4439	hydda	b2
4440	hyfsad	b2
4441	hygglig	a2
4442	hygien	b2
4443	hygienartikel	a2
4444	hygienfråga	c1
4445	hygienprodukt	b1
4446	hylla	c1
4447	hypotes	c1
4448	hyra	a2
4449	hyresgäst	b2
4450	hyresgästförening	a2
4451	hyreshus	b2
4452	hyreskontrakt	a2
4453	hyreslägenhet	a2
4454	hyresrätt	b2
4455	hyresvärd	b1
4456	hyrkusk	b2
4457	hysa	c1
4458	hyssja	a2
4459	hysterisk	c1
4460	hytta	b2
4461	häck	b1
4462	häcklöpare	b1
4463	häcklöpning	b1
4464	hädanefter	b2
4465	häftig	c1
4466	häl	a2
4467	hälft	c1
4468	hälla	a2
4469	hälleberg	b1
4470	hälsa	b1
4471	hälsing	b2
4472	hälsning	b2
4473	hälsningsfras	c1
4474	hälsodebatt	b1
4475	hälsohus	b1
4476	hälsokontroll	b1
4477	hälsoproblem	b2
4478	hälsosam	b1
4479	hälsoskyddsarbete	b2
4480	hälsoskäl	c1
4481	hälsotillstånd	b1
4482	hämma	c1
4483	hämmad	c1
4484	hämna	b2
4485	hämnd	c1
4486	hämndlysten	b2
4487	hämta	a2
4488	hämtmat	a2
4489	hän	b2
4490	hända	b1
4491	händelse	b2
4492	händelserik	b2
4493	händig	a2
4494	hänga	a2
4495	hängmatta	b2
4496	hänsyn	c1
4497	hänsynsfull	a2
4498	hänvisa	c1
4499	häpen	c1
4500	häpna	b2
4501	här	a1
4502	härbärge	b1
4503	härd	c1
4504	härifrån	b1
4505	härkomst	c1
4506	härlig	b1
4507	härma	c1
4508	härmed	b2
4509	häromdagen	b1
4510	häromkvällen	c1
4511	häromveckan	a2
4512	härröra	c1
4513	härska	b1
4514	härskare	c1
4515	härstamma	c1
4516	häst	b2
4517	hästdroska	b2
4518	hästgård	a2
4519	hästhov	b2
4520	hästras	c1
4521	hästsko	b2
4522	hästskötare	b2
4523	hästtät	b1
4524	hästägare	b2
4525	häva	b2
4526	hävda	c1
4527	häxa	b2
4528	häxförföljelse	b2
4529	häxring	b1
4530	hål	b1
4531	håla	b2
4532	hålfotsvalv	b2
4533	håll	c1
4534	hålla	c1
4535	hållbar	b2
4536	hållbarhet	b2
4537	hållning	b2
4538	hållningslös	b2
4539	hållplats	c1
4540	hån	b2
4541	håna	b2
4542	hår	b2
4543	hård	b2
4544	hårddisk	b1
4545	hårdhandske	c1
4546	hårdhet	c1
4547	hårdna	b2
4548	hårdost	a2
4549	hårfrisör	b2
4550	hårfrisörska	a2
4551	hårfärg	a1
4552	hårig	b1
4553	hårlock	c1
4554	hårnål	a2
4555	hårstrå	c1
4556	hårtillplattande	c1
4557	hårtork	b1
4558	hårvatten	c1
4559	höft	b2
4560	höftfraktur	b1
4561	höftskada	b1
4562	hög	c1
4563	höger	b2
4564	högerhänt	b1
4565	högerregel	c1
4566	högertrafik	c1
4567	högertrafikanhängare	c1
4568	höghusfält	c1
4569	höginkomsttagare	b1
4570	högjämföra	a2
4571	högklackad	c1
4572	högklassig	b2
4573	högljudd	b1
4574	högmod	b2
4575	högskola	a2
4576	högskolenivå	b1
4577	högskoleprov	b1
4578	högskoleutbildning	c1
4579	högst	c1
4580	högstadium	a2
4581	högstatusjobb	b1
4582	högstbjudande	a2
4583	högtalare	a2
4584	högteknologi	b2
4585	högtid	b2
4586	högtidlig	b2
4587	högtidsdag	b2
4588	högvinst	b1
4589	höja	b1
4590	höjd	b2
4591	höjdkurva	b1
4592	höjdpunkt	b2
4593	höjning	b2
4594	höna	b2
4595	höns	a2
4596	höra	c1
4597	hörapparat	b1
4598	hörbar	c1
4599	hörförståelse	b2
4600	hörhåll	b2
4601	hörlur	b2
4602	hörn	b1
4603	hörsal	c1
4604	hörsel	c1
4605	hörselskydd	b2
4606	hörtelefon	c1
4607	höskulle	c1
4608	höst	a2
4609	höstdag	b1
4610	höstdepression	b2
4611	höstkväll	b2
4612	höstlov	a2
4613	höststorm	b1
4614	hösttermin	a2
4615	hövlig	c1
4616	hövlighet	c1
4617	iaktta	c1
4618	iakttagare	b2
4619	iakttagelse	c1
4620	ibland	a1
4621	icke	b2
4622	ickerökare	b1
4623	ickesnusare	b1
4624	id	c1
4625	ide	b2
4626	ideal	b2
4627	idealisk	c1
4628	ideell	b2
4629	ideligen	c1
4630	identifiera	c1
4631	identifiering	b2
4632	identisk	c1
4633	identitet	c1
4634	ideologi	a2
4635	ideologisk	c1
4636	idiom	c1
4637	idiomatisk	c1
4638	idiot	c1
4639	idiotisk	a2
4640	idissla	b2
4641	idisslare	b2
4642	idol	b1
4643	idrott	b1
4644	idrotta	b1
4645	idrottsarena	b2
4646	idrottsförening	b1
4647	idrottshall	b2
4648	idrottshjälte	b2
4649	idrottshögskola	b1
4650	idrottsintresse	b2
4651	idrottskvinna	b1
4652	idrottsledare	b1
4653	idrottslärare	a2
4654	idrottsman	c1
4655	idrottsplats	b2
4656	idrottssammanhang	b2
4657	idrottsstjärna	b1
4658	idrottssång	b1
4659	idrottstävling	b1
4660	idrottsverksamhet	b2
4661	idyll	b1
4662	idé	b2
4663	idégivare	b1
4664	idérik	b1
4665	ifall	b2
4666	ifjol	c1
4667	ifrågasätta	b1
4668	ifrån	a2
4669	igelkott	b2
4670	igen	a2
4671	igenkänna	c1
4672	igenom	c1
4673	igloo	a2
4674	ignorera	c1
4675	igång	b2
4676	igår	a2
4677	ihjäl	c1
4678	ihjälsvulten	c1
4679	ihop	c1
4680	ihärdig	c1
4681	ihärdighet	c1
4682	ihållande	b1
4683	ii	b2
4684	iii	b1
4685	ikapp	b2
4686	ikeavaruhus	c1
4687	ikväll	a2
4688	il	b2
4689	ila	b2
4690	iland	b2
4691	illa	b2
4692	illaluktande	b1
4693	illusion	b1
4694	illustration	c1
4695	illustrera	b2
4696	ilska	c1
4697	ilsken	b1
4698	imbecill	c1
4699	imitera	a2
4700	immigrant	b1
4701	immunförsvar	b2
4702	imorgon	a2
4703	imorse	a2
4704	imperialism	c1
4705	imperium	b2
4706	imponera	c1
4707	impopulär	b1
4708	import	b1
4709	importbehov	b1
4710	importera	a2
4711	improvisation	c1
4712	improvisera	c1
4713	impuls	c1
4714	impulsiv	c1
4715	in	b2
4716	inbjuda	c1
4717	inbjudan	c1
4718	inbringa	c1
4719	inbrott	b1
4720	inbrottstjuv	c1
4721	inbrytning	c1
4722	inbunden	c1
4723	incident	c1
4724	indela	b2
4725	indelning	b2
4726	indian	b1
4727	indianspråk	b2
4728	indier	c1
4729	indikera	c1
4730	indirekt	c1
4731	indisk	c1
4732	individ	c1
4733	individualisering	c1
4734	individuell	c1
4735	indoeuropeisk	c1
4736	indoeuropeiska	b2
4737	indoeuropé	b2
4738	indonesisk	b2
4739	industri	b2
4740	industrialisera	c1
4741	industrialisering	b2
4742	industrialism	b1
4743	industriarbetare	b1
4744	industriell	b1
4745	industrijobb	c1
4746	industriland	a2
4747	industrination	b2
4748	industriområde	b2
4749	industrisamhälle	b2
4750	industristad	b2
4751	industritomt	b2
4752	infalla	b2
4753	infantil	b1
4754	infatta	b2
4755	infektion	b1
4756	inferno	b2
4757	infernokris	b2
4758	infinitiv	a2
4759	infinitivform	b1
4760	influens	b1
4761	inflygning	b2
4762	inflytande	b2
4763	inflyttning	c1
4764	information	b2
4765	informationsbroschyr	c1
4766	informationskanal	c1
4767	informationstät	c1
4768	informationstäthet	c1
4769	informativ	c1
4770	informatör	c1
4771	informell	b2
4772	informera	b1
4773	infödd	c1
4774	inför	c1
4775	införa	b1
4776	införliva	b1
4777	inge	b2
4778	ingefära	b2
4779	ingen	a2
4780	ingenjör	c1
4781	ingenstans	c1
4782	ingenting	a1
4783	ingrediens	b2
4784	ingrepp	c1
4785	ingress	c1
4786	ingripa	c1
4787	ingripande	b2
4788	ingå	c1
4789	ingång	c1
4790	inhandla	b2
4791	inhägna	c1
4792	inhämta	b2
4793	inifrån	c1
4794	initial	b1
4795	initiativ	c1
4796	inka	b2
4797	inkalla	a2
4798	inkarnera	c1
4799	inkast	b2
4800	inkl	a1
4801	inkludera	c1
4802	inklusive	a1
4803	inkomma	c1
4804	inkomst	a2
4805	inkomstskatt	b2
4806	inkoppla	b1
4807	inkorrekt	c1
4808	inkräkta	c1
4809	inkännad	c1
4810	inköp	b2
4811	inköpschef	a2
4812	inköpslista	c1
4813	inköpsställe	b2
4814	inlandsklimat	c1
4815	inleda	c1
4816	inledning	b2
4817	inledningsord	b2
4818	inledningsvis	c1
4819	inlemma	c1
4820	inlevelse	c1
4821	inlopp	b2
4822	inlägg	c1
4823	inlärare	c1
4824	inlärning	c1
4825	inlärningsfas	c1
4826	inlärningsprocess	c1
4827	inlärningstakt	c1
4828	inlåna	c1
4829	inlåsning	c1
4830	innan	b1
4831	innanför	b2
4832	inne	a2
4833	innebandy	b1
4834	innebära	c1
4835	innebörd	c1
4836	inneha	b2
4837	innehav	c1
4838	innehåll	c1
4839	innehålla	b2
4840	innehållslig	c1
4841	innehållstät	c1
4842	innersta	c1
4843	innerstad	b2
4844	innerstadt	b1
4845	innerstinne	b2
4846	innesko	a2
4847	innesluta	c1
4848	inom	c1
4849	inomhus	b1
4850	inomhustemperatur	b1
4851	inpyrd	b2
4852	inre	c1
4853	inreda	b1
4854	inredare	b1
4855	inredning	a2
4856	inrikes	b2
4857	inrikespolitisk	b2
4858	inrikta	c1
4859	inriktning	a2
4860	inrutad	c1
4861	inräkna	c1
4862	inrätta	c1
4863	insats	c1
4864	inse	c1
4865	insekt	c1
4866	insemination	c1
4867	inseminera	c1
4868	insida	b2
4869	insider	c1
4870	insikt	c1
4871	insjukna	b2
4872	insjö	b1
4873	inskrift	b2
4874	inskription	b1
4875	inskränka	c1
4876	inslag	b2
4877	inspelning	c1
4878	inspiration	b2
4879	inspirationskälla	b1
4880	inspirera	b1
4881	installation	b1
4882	installera	b2
4883	instifta	c1
4884	instiftelse	c1
4885	instinktiv	c1
4886	institut	a2
4887	institution	c1
4888	instruktion	a2
4889	instruktiv	c1
4890	instrument	c1
4891	instrumentell	c1
4892	instrumentmakare	b1
4893	inställning	c1
4894	inställsam	c1
4895	instämmande	c1
4896	instänga	b2
4897	insulin	b2
4898	insändare	c1
4899	insändarsida	b1
4900	intala	b2
4901	inte	a2
4902	integration	c1
4903	integrationsplan	c1
4904	integrera	c1
4905	integritet	c1
4906	intellekt	b2
4907	intellektuell	c1
4908	intelligens	c1
4909	intelligent	b1
4910	intensiv	c1
4911	intensivstudie	c1
4912	intensivundervisning	c1
4913	interagera	c1
4914	interimsregering	b1
4915	interkulturell	c1
4916	internationalitet	c1
4917	internationell	c1
4918	internatskola	b2
4919	internet	c1
4920	internetanvändning	c1
4921	internetbank	b2
4922	internetcafé	a2
4923	internetinföding	c1
4924	internetkafé	c1
4925	internetslang	c1
4926	internordisk	c1
4927	internutbildning	b1
4928	interpellera	c1
4929	intersubjektivitet	c1
4930	intervju	b1
4931	intervjua	b1
4932	intervjuare	b1
4933	intervjusituation	b2
4934	intet	c1
4935	intill	c1
4936	intilliggande	c1
4937	intim	c1
4938	intonation	b2
4939	intressant	b2
4940	intresse	c1
4941	intresseanmälning	b1
4942	intressefråga	c1
4943	intresseförening	a2
4944	intressera	a1
4945	intresseväckande	b1
4946	intrig	c1
4947	introducera	b1
4948	introduktion	c1
4949	intryck	b2
4950	inträda	b2
4951	inträde	a1
4952	inträdeskriterium	c1
4953	inträffa	b2
4954	intränga	b2
4955	intyga	c1
4956	intåg	b2
4957	inunder	b2
4958	inuti	b2
4959	invand	c1
4960	invandra	b2
4961	invandrarandel	b2
4962	invandrarbakgrund	c1
4963	invandrare	c1
4964	invandrarfientlighet	c1
4965	invandrarförfattare	c1
4966	invandrargrupp	b2
4967	invandrarkontor	c1
4968	invandrarland	b2
4969	invandrarpar	c1
4970	invandrarspråk	b2
4971	invandrartät	c1
4972	invandrarverk	c1
4973	invandrarvän	c1
4974	invandring	b2
4975	invandringsöverskott	b2
4976	inverkan	b2
4977	investera	b1
4978	investerare	b1
4979	investering	b1
4980	invid	c1
4981	inviga	b1
4982	invälja	b2
4983	invändning	c1
4984	invänta	b2
4985	invärtes	b2
4986	invånare	a2
4987	inälvor	c1
4988	irakisk	a1
4989	iranier	b2
4990	iransk	c1
4991	iridium	c1
4992	iridiumhaltig	c1
4993	iridiumrik	c1
4994	ironi	b2
4995	ironisk	b2
4996	irrande	c1
4997	irritation	c1
4998	irritera	c1
4999	irriterad	c1
5000	is	b1
5001	isande	b2
